interview,video,section_title,timestamp,comment,id
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:04:25," . My wife I, I had family support and that's what helped me. Amongst everything else, but a lot of people don't have that.  And those are the ones that you have to look out for. You have to say, it's gonna be all right. Let's look at it like this. Let's try this today. Maybe today it'll be a better day than yesterday, but remember, we are free now, so we have to free our mind. We have to free our minds. Let's work on the mind.  I had support from my wife. My wife went and testified in front of the house in the Senate and changed the bill. From, it was a successive judge, couldn't, couldn't veto you from going in front of the board. So she, they, they, they got, that law changed and I was a recipient of, of the hundreds of people that was doing life in prison.  And they changed that. And a lot of us was, was able to go in front of the board. The board saw fit that we had served enough time and we were, our record was up to par and things like that, and they, they said, okay, we're gonna give you a chance. And so in doing that, the percentage rate of recidivism has been lower.  After that 20 years, you give that person chance and if they come back, Then they never wanted that chance. And then to each his own after that. That's what a lot of people in there like to say.",10
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:05:41," Technology. It was, it was a, it was real tough because I didn't even know how to use the telephone.  you pick up the telephone and they got all these numbers on it and, and saying, text this, do that. Email this return seeing who knows all that. And if you don't go to a class or got some granddaughters or babies that know this stuff, then you're in trouble. But, so I went to a class, I was able to get in the class, but then COVID came up, shut the class down.  But the little that I learned from them at that time, it helped me. Then my granddaughters was able to assist me further because they kids are tech savvy. I was, I was blessed on that end to have that. But there's a lot of people don't have, they don't have the ability to go to a class because a class isn't offered, they should have. A class so that people can go to, not have to pay to go, you shouldn't have to pay to go. And they know that this is something that you're not able to do coming from where you came from. So they should have those classes already for you. Not like the little, like I say, they get, they did just, they crammed you in like a month before you finna go home with all this stuff ",11
Kimball Gaskins, https://vimeo.com/851156703,m,00:06:52," You wanna be able to be independent. 'cause after so long being in, in that cage and, and everything is given to you all. Or, okay, let me learn something on my own and then let me go see if I'm capable of doing A, B, and C and then getting the desired result that I would like to have, 'cause then you can, you can learn how to, you can put your resume on there. you, you learn a lot of things which you can use it for, for good to assist you in elevating yourself, and that's real important.  A lot of people don't get that and a lot of, and then that just takes them back to what they know. And we know they didn't know anything before that, and then you have people who will  just go along with, just get along, but it is ripping them apart. It's ripping them apart inside and it's just, it's just a matter of time. It's just a matter of time for they turn to that ticking time bomb and they go off. You see it, you see it in the news nowadays, but it can, it, you can, you can help someone.  Some people can be saved.",12
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:07:53," Who knows about credit.  We didn't know anything. You didn't even have a job when you was out here. So when you come go to credit, they say, who are you? Where have you been? You don't even register on a scale. Who, where are you? Where are you coming from? And then you have to explain to them all that and, and then that's a big thing people need to know about how to get credit.  Not only just to get it, but to maintain it and use it properly. ' cause you'll find yourself. And a lot of debt  and those stories are being told as well.",13
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:08:21," I think that yeah, they should have a program where, like a small bank will afford you maybe say a thousand dollars and.  Teach you how to maintain and not put a big amount of interest on it and allow you to, use your credit, understand your credit, and in that way you can, you can you can build your credit up without having to take all the They come along with it if you don't understand what's going on",14
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:08:49," Returning citizens coming straight out the door. Now, if you cut out and you do like 2, 3, 4 years or something like that, then you might find some people that'll deal with you from a different perspective.  But coming straight out the gates, it's, it's tough. I know a lady that said she had to go live in an abandoned house and begin to renovate it because no one would let her. Get even an apartment because of her status. And she said once she got that house, the people finally came and said, Hey, this our house, you have to get out.  So she said she took all the stuff down. She did and went and found her another house. And finally she found the house there. The person said, you did all this? She said, yes. They say, what, you can have a house. The person actually gave her the house. Now I don't know how many times that's gonna happen in life, but when they saw what she did to that house and they hadn't did nothing with it for years, they finally, they gave it to her.  And I was like, well, we know that's not gonna happen to every, to everybody. So there it is there. We need another system for that. .",15
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:09:50," A lot of people, they, they starting to have a lot of looks at prisoners. That's who changed? you could tell, you can, you could tell when a person came in prison how they was, they was ignorant. Ignorance not a bad word. 'cause you simply don't know. There's a responsibility for you to know.  So you have to begin to know the things that you need to know in order to live a successful life. Live a crime free life. Live a life that you can be helpful to someone in some way, and then begin to uplift yourself and follow humanity. The people that need help out here.",16
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:10:25," I found out that a lot of organizations in the years I've been out, they do a lot of talk. They like to be in front of the press. They like the cameras, but when it get down to the real nitty gritty to go do the work, the work isn't being done in the, in the manner in which they're speaking.  There's some, there's some groups out here that's, that's down here in the, as we say, in the dirt. That's down here in the dirt that gets the job done. But they don't have the support or the funding that some of the other groups get and some of the other groups that have the funding, they don't do no work.  It's a facade, it's just for sure they got, it's all bravado.  So we have. Find the, the groups that we have to get the groups together that's doing the work. ' cause the work only get done by those who does the work. I'm a firm believer in that.  . Because that's very important for organization. ' cause you can fund so much and you can get so many donations from Walmart or Sam's Club or whatever and do this and that, but, You need, you just need,  you need those big companies to come along and help instead of building up one area of the city, you have to build the whole city.  I listen to a lot of people and they talk a. Political stuff and I just listen to 'em. But I be, when they be talking about funding or defunding, I don't, you don't wanna defund the police department. That's not, that's not a good, I don't believe it's a good thing to do. However, if you're saying you're gonna take some money, then you should put the money in education.  And if it's in education, that means educating everybody. Return to citizens as well. . That's very important. So if they, they say, we're gonna take some of this money and do this with it, then you should send it at the returning citizens, because these are the people that has to live next door to you, that you have said is ready to return to society and be a part of society, a contributor to society, and you don't want to help them.  It doesn't make sense.",17
Kimball Gaskins, https://vimeo.com/851156703,Marker,00:12:21," Who was once on those same streets doing the same thing. Some of those people are headed towards that can say, Hey, I know this book. I wrote that book, and I'm telling you, you gonna write your name in that book and you don't want your name in that book.",18
E. B. Jordan, https://vimeo.com/856513965,Marker,00:00:00," , my name is E. B. Jordan, out of the great state of Detroit, Michigan. I am the founder and executive director of S&amp;D PJ J Housing, and I'm also the outreach director for VAC Voting Access for All. And one of the challenges I faced when I first came out was housing. I couldn't rent anywhere. To save my life.  I was part of the building trades in Huron Valley, so I figured I'd have a job with Habitat for Humanity, since they use Habitat for Humanity in prison. But when I came out, I asked, I applied for the job. They said I was a felon, so I tried to apply for the housing program, may have, and they also said I couldn't get out 'cause I was a felon.  Living on your family member's couch or your friend's couch or whoever couch after a while gets harassing and you are actually homeless. And I tried to get help through different organizations. They told me I wasn't homeless. Well, that's not my address. I'm just sleeping on the couch. So I got frustrated and I went and moved into abandoned house.  That house actually used to be a house I stayed in from zero to 18. It was my grandfather's house. But in Detroit, abandoned house come with holes in the walls and everything's stolen. So the radiator, the boiler gone, holes in the floor snatching up the radiator holes in the wall, stealing the pipes. They stole the bathroom, stole the kitchen.  It was just all closets. Taking building trades inside of Huron Valley. I put my house together. So when the sun came up, I worked the sun, went down and went to sleep. I still had my aunt that didn't stay too far from me. I went to her house if I really need to sleep and take a shower. My, my neighbors was awesome.  I went knocked on anybody door, use the bathroom, get something to eat, take a break. But I'm there now. Still working on it, but it's, it is way past. It is, it's livable. It is way livable now compared to when I first moved in. Now I just have little minor makeup things I need to do.  But then I finally went into my neighborhood, they said, what you gonna do?  You done went to prison, so what? Your house been empty for over 30 years. Nobody living in there. And so I moved in 'cause I couldn't find a place to stay.  And then I found the owner, and then they they signed the deeded over to me.  I paid for it, but they signed the deeded over to me . I actually paid attention to building trades. 'cause I came from a cooking background, so being in there and I was frustrated and I was like, you know what? I might as well get something outta this and I'm not gonna be here forever. So, and with that, I used to do odd jobs to get money to put my house together.  You know, learning how to drywall, helping people frame out stuff they need. Some carpenters, there was some paint on the wall, do some demo work. Anything that had to do with housing at that time to put my house still to get a couple of dollars. I was working under the table, but it made it happen.  .  Because getting a job, job I got, got tired of saying, you know, you, you check the box, it's a wrap. You know, my name ain't felony 'cause I got a felony, you know? I mean,  shoot.  . Besides Habitat for Humanity, I went looking. I really am not a factory person.  The factory thing was not for me. I never wanted to work with none of the big three working hard, long hours for killing your body. The two and few, the two, the, the, the two and few dollars at like McDonald's and stuff, that wasn't gonna help me. Pay for rent and eat and pay my parole officer and pay DTE.  And that was another problem. The little jobs they did have, it wasn't worth going to. 'cause it's not going either. It's gonna help me pay for my parole officer and not gave me something to eat. Or I paid for something to eat, not pay for my parole officer, but it wasn't helping me with rent if I was to actually, it wasn't livable.  And the ones that are livable you, you can't have a felony. So it was just hard.",19
E. B. Jordan, https://vimeo.com/856513965,Marker,00:03:40," I actually gotta pay somebody to look at me and say, have you been in trouble? Where you staying? Did you change your address?  Are you working? I, I see you next week. , I had supervision fees. I forgot how much it was. It was a while ago. But yeah, I had supervision fees.  Get a job, because you gotta pay your supervision fees. And then I heard stories of, you know, It wasn't me, but some, you know, you violate your probation or you can't get off of parole until your supervision fees are paid off.  So I made sure my twos and fews was going there.  When you go, I was used to going in and ask for an application, but they say you had to do it online.  And so, you know, you go in and ask, can I get a application? They have your paper application. So that changed. Doing it online, no more in-person, stuff like that. Everything started phasing in to go online  go online to fill out for your Medicaid, Medicare, your, food stamps, everything went to online and talking to the computer people on the phone, and I was used to going in person and talking to people.  I, I don't like the way society has phased into dependent on technology. That's just my personal opinion.  S&amp;D PJ Housing. because I didn't want the women to go through what I went through not, So now I help women returning home from prison and hopefully in three months I have my own house.  So they will have a place to parole too. . I have different programs helping them. I do without the house. I, you can do it at my office or we meet up somewhere.  I have a CARES program right now where I meet the ladies when they get outta prison and it's a welcome home bag with soap, deodorant, toothpaste, toothbrush, washcloth, towel mouthwash, all the basic needs.  Toiletries we need. I was embarrassed to ask somebody buy me some pads and a toothbrush and some soap and some deodorant when I first came out. 'cause I ain't have, I didn't have any money when I first came out. And so asking me, and I'm a grown woman, asking somebody to buy my toiletries was, was kind of embarrassing.",20
E. B. Jordan, https://vimeo.com/856513965,Marker,00:05:38," I have another program called Free Donors Receive Education and Employment and it goes through, Writing your resume. We do mock interviews because at the interview, they're gonna look at your resume and see there's a gap in your resume and you have to explain that gap in your resume.  Like where you been, well, why, why you been gone so long. And then I have a CPA that does the financial literacy part because we need to learn how to manage our money better than. Better than we our parents did. 'cause a lot of us didn't get the financial literacy part and they don't teach it in school.  They starting to teach it now, but my age, you get a credit card, swipe it. If, if your credit bad, use your kids' social security number, get back on it. That was my era, we need to, we need to eliminate that, but, To give us more financial literacy over ourselves, period.  Because we coming out and we wanna do better than what we did when we went in. Learn about taxes. I have a lady that helps people with banking. So if you have a banking problem, you gotta go through her banking course she give you a year and then she'll straighten you out. You have a regular bank account.",21
E. B. Jordan, https://vimeo.com/856513965,Marker,00:06:40," If you wanna do a business yourself and you wanna do the entrepreneurship, you know, we could get you together a small business plan. Once you finish the whole program you get a, I'll pay for your LLC and get your EIN number to start your own business. And then you walk away with a laptop and a backpack full of office supplies the simple starter stuff. So stuff like that, I feel once you establish on your feet and you're ready to build yourself a little bit more, and I also partner with an online college that does IT work so anybody's in the IT world. I got an online college. I paid for the first year scholarship, and then you can go to it school if you are interested in that because you know that's taken over and since you, you're, you are returning home.  That's something you do online as far as work. And you, you, you, you're entrepreneur, so you got a better chance of be yourself, self-employed yourself, you know, just giving you a, a, a step out there.",22
E. B. Jordan, https://vimeo.com/856513965,Marker,00:07:34," And then VAC, Voting Access for All. I was not a politician. I wasn't into politics. I wasn't into none of this.  If I didn't go to prison, none of this would not have came to fruition. I would've still been in somebody's kitchen cooking something, but it took me to go in there to come back out and look at the world different eyes that I didn't pay attention to voting. I voted 'cause I was told I was supposed to vote in my household and that was it.  You go vote, go vote. But I never. Really paid attention to what I'm voting for and what, what's the use for it. And working next to Nation Outside and they pushing all these policies, they busting their butt. Now we need to go vote on them for us, for us to get our rights back. We go in different neighborhoods now they say, you know, the suburbs have this, and suburbs have that.  As I got older, the suburbs voting for all of that and we not voting. So of course they gonna close everything around us and wanna know why we don't have it. Well, we not speaking up. If you don't say anything, they gonna close it. They gonna make the decision to close it. So Voting Access for All was, was, was a great, great opportunity for me to help found.  I'm one of the founders, we need to inform people coming home. They need to learn that they had the right to vote. And then, The more we tell people they had a right to vote.  'cause I'm out in the community tabling and tabling and going to different organization, going to different type of functions to let 'em know and they like, you know, I got a felony, I can't vote. I said, I got one too, but I've been voting since I got out. Just because you got it, that don't mean you can't vote.  And they was like, well my vote don't count. And this what I stick 'em with. Let's talk about stuff that happened locally. What's happening in your neighborhood? Why don't you start there voting on that. If you had a prosecutor or if you had a judge, you know, you could vote them outta the seat 'cause they didn't put you in jail.  Whatever your reason, you can vote them out and get somebody else new in. But that person that's going in, they have all these coffees and meetups and all that type of stuff. Go figure out who running for whatever and see what they're about and then see if you wanna vote for 'em.",23
